step,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,train_eq_acc,val_eq_acc,test_eq_acc
100,1.1874037154224464,0.5432313516832088,1.1838706569105297,0.5518932171070553,1.183721639905064,0.5386289445048966,0.01062840441078783,0.014893617021276596,0.009554140127388535
200,1.1832757890824184,0.5444251168184454,1.180014156964,0.5456278943067284,1.1824046187872985,0.5416213275299239,0.011824099907001461,0.009574468085106383,0.008492569002123142
300,1.179792157421049,0.5470172925406733,1.1780303605925775,0.5450830836284392,1.1756302394597133,0.544341675734494,0.011824099907001461,0.005319148936170213,0.013800424628450107
400,1.1901647807867166,0.5452436986254647,1.1916965161445388,0.5426314355761372,1.192227028399479,0.5427094668117519,0.011956954962136309,0.007446808510638298,0.010615711252653927
