step,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,train_eq_acc,val_eq_acc,test_eq_acc
1000,1.1676823160437113,0.5454012888107791,1.1678600916035549,0.5445271574303833,1.1628796296221813,0.5480505216913784,0.020808162169418713,0.017185821697099892,0.023605150214592276
2000,1.1668260471082792,0.5467452358799407,1.167041270569201,0.5450785773366419,1.1631370640796073,0.5422844590884129,0.01973419250906162,0.023630504833512353,0.0203862660944206
3000,1.1690919318005755,0.544333023191702,1.1700427589384952,0.5470085470085471,1.1604158421390205,0.5540911587040088,0.021210900792052626,0.01611170784103115,0.02145922746781116
4000,1.1674588640945809,0.5451256073606947,1.1678207267043936,0.5445271574303833,1.163033231413672,0.5442064799560681,0.02134514699959726,0.02040816326530612,0.015021459227467811
5000,1.1677910954508826,0.5440573417416176,1.1667304616149279,0.5481113868210642,1.16101044891039,0.5538165842943438,0.021210900792052626,0.01611170784103115,0.02145922746781116
6000,1.1679449489917806,0.545952651710948,1.1681212789926247,0.5423214778053488,1.1617627968701736,0.5464030752333883,0.02134514699959726,0.017185821697099892,0.018240343347639486
7000,1.1670259162647547,0.5463661738860747,1.1664340616357138,0.5453542872897712,1.162641362918726,0.5395387149917628,0.020673915961874078,0.022556390977443608,0.02145922746781116
8000,1.1672475762171544,0.5454357489920397,1.1679866802340735,0.5414943479459609,1.1617247169322853,0.5469522240527183,0.020942408376963352,0.021482277121374866,0.017167381974248927
9000,1.1675225522788544,0.5458837313484269,1.167274207953155,0.5472842569616763,1.162545553476584,0.5403624382207578,0.022150624244865084,0.01611170784103115,0.0203862660944206
10000,1.1672794209665671,0.5457114304421241,1.1673872584576181,0.5516956162117452,1.1633841081479956,0.5392641405820977,0.021210900792052626,0.024704618689581095,0.019313304721030045
11000,1.1675410501230403,0.5458148109859058,1.1692852212733922,0.5412186379928315,1.1624338316563916,0.5444810543657331,0.020942408376963352,0.01933404940923738,0.019313304721030045
12000,1.167570160605141,0.5464350942485957,1.167899149391715,0.5445271574303833,1.1629578005409973,0.543931905546403,0.020271177339240165,0.023630504833512353,0.022532188841201718
13000,1.167407713577574,0.5454357489920397,1.1666136837084498,0.5481113868210642,1.1622289398880465,0.5422844590884129,0.021210900792052626,0.017185821697099892,0.023605150214592276
14000,1.16770198015807,0.544953306454392,1.1668941559855985,0.5448028673835126,1.1622558501577194,0.5499725425590335,0.02053966975432944,0.017185821697099892,0.027896995708154508
15000,1.168115301995534,0.545022226816913,1.1678409834094767,0.5409429280397022,1.1630738502933977,0.5505216913783635,0.020808162169418713,0.01611170784103115,0.02682403433476395
16000,1.1686584502628026,0.5456425100796031,1.1686898929079539,0.5431486076647367,1.1620113869278985,0.5453047775947282,0.02174788562223117,0.017185821697099892,0.017167381974248927
17000,1.1678984051893735,0.5467107756986802,1.1675716849243736,0.5448028673835126,1.164158456080697,0.5414607358594179,0.020405423546784804,0.023630504833512353,0.02145922746781116
18000,1.1681518854405264,0.5445397842792653,1.1668252327043163,0.5467328370554178,1.162200718250725,0.5466776496430533,0.020942408376963352,0.018259935553168637,0.0203862660944206
19000,1.1676787893646996,0.5455391295358214,1.1691268950347438,0.5417700578990902,1.163291214718261,0.543108182317408,0.020808162169418713,0.017185821697099892,0.0203862660944206
20000,1.1665418300117958,0.5458837313484269,1.1679536721119383,0.5456299972429005,1.1634238807137756,0.5458539264140582,0.021076654584507987,0.01933404940923738,0.018240343347639486
21000,1.1669889563321862,0.5456080498983424,1.166078839382259,0.5470085470085471,1.1624485164602532,0.5472267984623833,0.02053966975432944,0.02040816326530612,0.023605150214592276
22000,1.1667614505688555,0.5458148109859058,1.166643284160571,0.5453542872897712,1.162266693031441,0.5483250961010434,0.020808162169418713,0.018259935553168637,0.023605150214592276
23000,1.167618849229926,0.5449877666356525,1.1675341584842198,0.5453542872897712,1.1621653364622482,0.5483250961010434,0.020673915961874078,0.022556390977443608,0.0203862660944206
24000,1.1671690288675025,0.5464350942485957,1.1664648652898402,0.5453542872897712,1.1622692822493543,0.5420098846787479,0.021210900792052626,0.02040816326530612,0.023605150214592276
25000,1.1665232569752588,0.545952651710948,1.166759014524045,0.5409429280397022,1.160762185647159,0.5466776496430533,0.021076654584507987,0.01933404940923738,0.019313304721030045
26000,1.1669251737631083,0.546331713704814,1.166854479768436,0.5412186379928315,1.1625612815090223,0.543108182317408,0.021076654584507987,0.02040816326530612,0.018240343347639486
27000,1.168204099955592,0.5452289879044764,1.1687830863723354,0.5417700578990902,1.163988141683613,0.5488742449203734,0.02013693113169553,0.02040816326530612,0.02682403433476395
28000,1.1676224011483283,0.5445397842792653,1.1661442750605269,0.5467328370554178,1.1611931270324942,0.5466776496430533,0.020942408376963352,0.018259935553168637,0.0203862660944206
29000,1.1665143437896426,0.5465040146111169,1.1658988597145217,0.5453542872897712,1.1614095320222406,0.5436573311367381,0.022016378037320445,0.02900107411385607,0.022532188841201718
30000,1.167606048652341,0.5456769702608636,1.1669080012226551,0.5492142266335814,1.1636862087092643,0.5458539264140582,0.021076654584507987,0.01933404940923738,0.0203862660944206
