step,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,train_eq_acc,val_eq_acc,test_eq_acc
23500,0.025946785017251846,0.9915072137521743,0.04260124766641532,0.9847453010078998,0.04394967213548696,0.983949945593036,0.9679819317125017,0.9425531914893617,0.9394904458598726
500,0.5008435468076176,0.828609434155326,0.500239659836493,0.8256605829474257,0.5003580253194284,0.8182807399347116,0.47628537265842963,0.4648936170212766,0.43842887473460723
24000,0.023244403590080648,0.9923940107097786,0.03455195119094537,0.986924543721057,0.037500161600579895,0.9877584330794341,0.9703733227049289,0.95,0.9532908704883227
1000,0.17611911047277096,0.946860397694328,0.18645363093007003,0.9438845001362026,0.1878019614110704,0.940968443960827,0.809618705991763,0.8085106382978723,0.7876857749469215
24500,0.018488113444044767,0.9949179712814216,0.023272890383461392,0.991555434486516,0.034632896832205655,0.9888465723612623,0.9808688720605819,0.9680851063829787,0.9585987261146497
1500,0.1393835112702054,0.9582864354173062,0.14521511060215414,0.9550531190411332,0.151159099707536,0.9540261153427638,0.8434967450511492,0.8319148936170213,0.826963906581741
25000,0.015522315413610578,0.9957024455131485,0.022852072303998505,0.9910106238082267,0.02804641378587426,0.9904787812840044,0.9832602630530092,0.9670212765957447,0.964968152866242
2000,0.116007599784601,0.9628568505064975,0.12685529687559854,0.9572323617542904,0.1252483097072265,0.955114254624592,0.8601036269430051,0.85,0.8333333333333334
25500,0.027927135257531637,0.9909956001227873,0.04402001759428577,0.9842004903296104,0.04176256342733257,0.9866702937976061,0.9654576856649395,0.9382978723404255,0.9501061571125266
2500,0.07297345997427743,0.9805586820832907,0.08155795840079179,0.9792971942250068,0.08031976858601866,0.9757889009793254,0.9259997342898897,0.9212765957446809,0.9087048832271762
26000,0.020381177080381396,0.9941334970496948,0.022536826698762523,0.9926450558430945,0.02924013501023053,0.9907508161044614,0.977281785571941,0.9712765957446808,0.964968152866242
3000,0.07385082791985909,0.9755107609400048,0.08580651798939322,0.9700354126940888,0.08557839440313594,0.9687159956474428,0.9072671715158762,0.8861702127659574,0.8832271762208068
26500,0.023577066604508607,0.9921552576827314,0.02882096397879987,0.9901934077907927,0.030364373563033842,0.9891186071817193,0.9701076125946593,0.9638297872340426,0.9596602972399151
3500,0.06323488349254892,0.9789556260445444,0.07038353016187501,0.9763007354944157,0.07933080339068557,0.9730685527747551,0.9204198219742261,0.9095744680851063,0.8991507430997877
27000,0.034366942927149334,0.9908591698216174,0.042192654043346746,0.9896485971125034,0.042099665116693046,0.9888465723612623,0.9653248306098047,0.9617021276595744,0.9575371549893843
4000,0.07686433200438696,0.9732255533954092,0.08428641698302641,0.9708526287115228,0.09777365960545586,0.9684439608269858,0.8970373322704929,0.8882978723404256,0.881104033970276
27500,0.022325551437890043,0.9926668713121184,0.03513482882781043,0.9901934077907927,0.044851506625477454,0.9869423286180631,0.9721004384216819,0.9627659574468085,0.9490445859872612
4500,0.056056201838142666,0.9816501244926498,0.05832054270154869,0.9825660582947425,0.06222878005740692,0.9787812840043526,0.9317125016606882,0.9329787234042554,0.9225053078556263
28000,0.02031926814553243,0.9933831303932603,0.03055996818199563,0.9904658131299373,0.034571281325181495,0.9896626768226333,0.9751561046897834,0.9648936170212766,0.9639065817409767
5000,0.03674025743596977,0.9885398547017292,0.042335172791923954,0.9852901116861891,0.05300012908640831,0.9825897714907508,0.9565563969709048,0.9436170212765957,0.9331210191082803
28500,0.025669581698437798,0.9920188273815614,0.03224109557693968,0.9907382184690819,0.04769837389314006,0.985854189336235,0.9691776272087153,0.9638297872340426,0.9447983014861996
5500,0.04766469349977106,0.9842764077901702,0.061354985518989366,0.9792971942250068,0.06905931850512217,0.9757889009793254,0.939683804968779,0.9202127659574468,0.9065817409766455
29000,0.024683041870034957,0.991916504655684,0.0376381412964366,0.9888313810950695,0.040855860813917094,0.9877584330794341,0.968513351933041,0.9563829787234043,0.9543524416135881
6000,0.03134775187765179,0.9911661379992497,0.036700413422570244,0.9871969490602016,0.04576607290108134,0.985038084874864,0.9658562508303441,0.95,0.9447983014861996
29500,0.02267107442633802,0.9930079470650431,0.03086439759813775,0.9907382184690819,0.0468006809855182,0.985310119695321,0.9731632788627608,0.9648936170212766,0.9469214437367304
6500,0.0383682765561906,0.9884375319758518,0.04631555733126082,0.9850177063470444,0.05009904027114885,0.984766050054407,0.9554935565298259,0.9457446808510638,0.9416135881104034
30000,0.027510732992751166,0.9916777516286367,0.03418577116797646,0.9877417597384909,0.04485580983436925,0.985310119695321,0.9682476418227713,0.9553191489361702,0.9447983014861996
7000,0.03005416806623471,0.9907909546710324,0.03904372468302536,0.9885589757559248,0.037827894659115,0.9872143634385201,0.9641291351135911,0.9553191489361702,0.9501061571125266
30500,0.026883347289226135,0.9915754289027593,0.03282831410756393,0.9901934077907927,0.04136342633925014,0.985310119695321,0.9675833665470971,0.9627659574468085,0.9447983014861996
7500,0.03201336507570524,0.9908250622463249,0.03958533850004549,0.9863797330427676,0.048799300738595126,0.985582154515778,0.9645277002789956,0.9468085106382979,0.9469214437367304
31000,0.02921780675010274,0.9908250622463249,0.03849153666754764,0.9877417597384909,0.04573415490566582,0.984766050054407,0.9646605553341304,0.9531914893617022,0.9426751592356688
8000,0.04076525463959201,0.9886762850028992,0.04657169415820233,0.9863797330427676,0.051695610286102464,0.984766050054407,0.9560249767503654,0.9468085106382979,0.9437367303609342
31500,0.015272677402150896,0.9951567243084689,0.0277669522652539,0.9912830291473713,0.02280317916574364,0.9915669205658324,0.9811345821708516,0.9659574468085106,0.9681528662420382
8500,0.04021635347964384,0.9874484122923701,0.04693486774302218,0.9877417597384909,0.05591856045354567,0.9831338411316648,0.9524378902617244,0.9521276595744681,0.9363057324840764
32000,0.032268800783939636,0.9903816637675228,0.04175861860549083,0.9863797330427676,0.06099468748509819,0.9820457018498367,0.9639962800584563,0.9478723404255319,0.9384288747346072
9000,0.032716496245524966,0.9899723728640131,0.0448271320938447,0.9852901116861891,0.053734674806563715,0.9823177366702938,0.9622691643417032,0.9446808510638298,0.935244161358811
32500,0.02219616367789358,0.9929056243391657,0.025851297268131,0.9910106238082267,0.03629028965780862,0.9874863982589771,0.9727647136973562,0.9670212765957447,0.9543524416135881
9500,0.03184354176377042,0.9900064804393056,0.04813813046128313,0.9820212476164533,0.049779863689617704,0.9823177366702938,0.9614720340108941,0.9351063829787234,0.9320594479830149
33000,0.017154277454575158,0.9948156485555442,0.029841972222220375,0.9910106238082267,0.030488790638169214,0.9902067464635473,0.979938886674638,0.9659574468085106,0.9639065817409767
10000,0.030010544272642384,0.9902793410416454,0.03766755673256014,0.9874693543993462,0.0497325213871272,0.9831338411316648,0.9625348744519729,0.9531914893617022,0.9373673036093418
33500,0.019720835771765265,0.9943381425014496,0.025648585979115634,0.9901934077907927,0.03351048371218494,0.9883025027203483,0.9779460608476153,0.9627659574468085,0.9554140127388535
10500,0.03460207749545043,0.9890514683311163,0.045911210656848014,0.986107327703623,0.04621417737759496,0.983949945593036,0.9577520924671183,0.9468085106382979,0.9384288747346072
34000,0.03109418047601129,0.9914048910262969,0.044054079432475794,0.9888313810950695,0.05638561168355184,0.985310119695321,0.9670519463265578,0.9563829787234043,0.9437367303609342
11000,0.0273341427046482,0.9916777516286367,0.03427806663045569,0.9904658131299373,0.03640579288750401,0.9863982589771491,0.9686462069881759,0.9638297872340426,0.9522292993630573
34500,0.021475823856911803,0.9934513455438453,0.03368202537842129,0.9896485971125034,0.03929197412061224,0.9866702937976061,0.9747575395243789,0.9606382978723405,0.9490445859872612
11500,0.03817852779716175,0.9874825198676626,0.05863586286535967,0.9795695995641515,0.05186129602176969,0.984221980413493,0.9517736149860502,0.9202127659574468,0.9384288747346072
35000,0.03048978230325354,0.9887786077287766,0.0481281355855511,0.9847453010078998,0.05089441373117341,0.9817736670293797,0.9573535273017139,0.9414893617021277,0.9341825902335457
12000,0.0362862635733848,0.9879259183464647,0.047749187861239675,0.9855625170253337,0.055583554071752236,0.9836779107725789,0.9531021655373987,0.9446808510638298,0.9384288747346072
35500,0.02993011985291416,0.9908250622463249,0.037918000804471955,0.9874693543993462,0.04447321819143534,0.9866702937976061,0.9649262654444002,0.9531914893617022,0.9501061571125266
12500,0.02709536614394122,0.9915754289027593,0.0470010364649894,0.9866521383819122,0.04572827434643568,0.985854189336235,0.9673176564368274,0.95,0.9469214437367304
36000,0.020719875665327233,0.9937242061461851,0.027480057103534513,0.9904658131299373,0.03596726406904766,0.9902067464635473,0.9762189451308623,0.9627659574468085,0.9639065817409767
13000,0.03340689742942068,0.9902452334663528,0.04339708238880695,0.9858349223644783,0.05422114729232705,0.98449401523395,0.9626677295071078,0.9468085106382979,0.940552016985138
36500,0.03166148133913643,0.9908591698216174,0.04149244605147264,0.9871969490602016,0.04873390335253196,0.9836779107725789,0.9647934103892654,0.9531914893617022,0.9384288747346072
13500,0.03353700926011197,0.9890514683311163,0.04759620392689488,0.9833832743121765,0.044153206755728404,0.9836779107725789,0.9574863823568487,0.9351063829787234,0.9363057324840764
37000,0.029729806806410217,0.9910979228486647,0.038158820910078405,0.9885589757559248,0.04072333381017741,0.985854189336235,0.9654576856649395,0.9563829787234043,0.9447983014861996
14000,0.027083730513851358,0.9924622258603636,0.035227246909270135,0.9896485971125034,0.04578742783788239,0.9872143634385201,0.971170453035738,0.9606382978723405,0.9532908704883227
37500,0.029005124090052816,0.9911661379992497,0.03707992462266274,0.9885589757559248,0.03423611020367345,0.9888465723612623,0.9665205261060184,0.9574468085106383,0.9585987261146497
14500,0.01725601765325472,0.995020294007299,0.027344345429456064,0.9912830291473713,0.034092452113594664,0.9883025027203483,0.9806031619503122,0.9659574468085106,0.9543524416135881
38000,0.01821882456653891,0.9948497561308367,0.02469668827404998,0.9918278398256606,0.03538563766469115,0.9883025027203483,0.9803374518400425,0.9680851063829787,0.9554140127388535
15000,0.02522525673832476,0.9923257955591936,0.0341995542428046,0.989921002451648,0.03583269293082552,0.985854189336235,0.9702404676497941,0.9606382978723405,0.9447983014861996
38500,0.03480622158429808,0.9894948668099185,0.04775792823049555,0.9833832743121765,0.04533409086482699,0.986126224156692,0.9596120632390063,0.9372340425531915,0.9511677282377919
